Name,Symbol,Price (USD),Market Cap (USD),"Volume (24h, USD)",Percent Change 1h,Percent Change 24h,Percent Change 7d,Circulating Supply,Total Supply,Max Supply,Rank,Last Updated
BOOK OF MEME,BOME,0.001432284069903149,98727007.52665757,24918661.73837351,0.04687305,1.78658555,-3.18589772,68929767216.732,68929767216.732,,322,2025-06-28T06:15:00.000Z
Paycoin,PCI,0.09308483793858746,97905204.30346017,2918409.28418963,0.00049035,-4.35881894,-10.52299612,1051784656.5737476,1900000000,1900000000.0,325,2025-06-28T06:14:00.000Z
Constellation,DAG,0.03431638172831365,98606349.35706879,6078117.16041177,-0.21141216,3.87552873,1.45870187,2873448318,3003804388,,323,2025-06-28T06:15:00.000Z
Aura,AURA,0.10148845336345372,97762672.18641569,5962629.32628703,2.97344872,-4.37046419,-4.34888591,963288620,963288620,965383478.0,326,2025-06-28T06:14:00.000Z
Big Time,BIGTIME,0.050558509742453114,97941307.43330142,15339025.2680406,0.149558,1.40259898,0.51591729,1937187388.0820065,5000000000,5000000000.0,324,2025-06-28T06:15:00.000Z
Launch Coin on Believe,LAUNCHCOIN,0.09737410447807861,97361863.57940467,27680069.29526538,0.88013033,1.99129723,-3.46391477,999874290,999874290,1000000000.0,327,2025-06-28T06:15:00.000Z
Mythos,MYTH,0.1132465728477378,97062340.14106287,662961.44772211,-0.01910109,-4.17445345,-5.87038934,857088543.17,1000000000,,328,2025-06-28T06:14:00.000Z
Space and Time,SXT,0.06898692744133035,96581698.41786249,13456521.95788276,-0.53978288,1.90222879,-0.37024895,1400000000,5000000000,5000000000.0,329,2025-06-28T06:15:00.000Z
UMA,UMA,1.0940730684492317,96330570.98770534,6084446.21694034,-0.24296811,-0.0228581,-3.32457996,88047657.66170156,125204647.33838543,,330,2025-06-28T06:15:00.000Z
Subsquid,SQD,0.14433937959049956,95648977.93541326,26179988.64511357,0.90046642,-5.38983258,-21.71840915,662667237.4980118,1315997653.5180118,1337000000.0,331,2025-06-28T06:15:00.000Z
Tellor,TRB,35.60352290654505,95463156.31295274,22027210.18394364,-0.0284629,-2.3795865,-7.88679577,2681284,2761131,,332,2025-06-28T06:15:00.000Z
World Mobile Token,WMTX,0.13527074370790995,95064772.05442998,3583511.85612746,-0.03585418,-2.1676449,-12.74814561,702774077,2000000000,2000000000.0,333,2025-06-28T06:15:00.000Z
Animecoin,ANIME,0.017076521403379733,94580100.95304264,15631320.66211843,0.3140607,1.66797878,-14.04643138,5538604656,10000000000,,334,2025-06-28T06:15:00.000Z
Venus,XVS,5.7382447732769,94073061.46494077,4444178.71500108,-0.07925889,0.30117536,-1.09469304,16394048.2119272,30000000,,335,2025-06-28T06:15:00.000Z
Lagrange,LA,0.4852851844346752,93660040.59589233,24256709.26807906,0.16012818,-5.31989001,-17.04049212,193000000,1000000000,1000000000.0,336,2025-06-28T06:15:00.000Z
Goatseus Maximus,GOAT,0.09286943973222783,92868768.87732756,16727812.67515353,1.17501865,3.64255822,-2.89603775,999992776.365377,999992776.365377,1000000000.0,337,2025-06-28T06:14:00.000Z
HashKey Platform Token,HSK,0.6940131615442828,91956743.90461747,11030361.76978255,1.25919711,1.64127003,92.13369202,132500000,1000000000,1000000000.0,338,2025-06-28T06:15:00.000Z
Ribbita by Virtuals,TIBBIR,0.09187940336158991,91879403.36158991,1195759.30527459,0.64381328,1.97445575,-15.8555265,1000000000,1000000000,1000000000.0,339,2025-06-28T06:15:00.000Z
Metaplex,MPLX,0.12079011863868683,91294759.57401913,4183619.46776716,-0.09788404,-0.58610957,0.67958426,755813146,999983869,1000000000.0,341,2025-06-28T06:15:00.000Z
BitMart Token,BMX,0.28160982718429933,91320889.8306424,5978551.64796061,0.09934502,-0.06693254,1.52639004,324281615.96391135,628959379.2653097,,340,2025-06-28T06:15:00.000Z
VVS Finance,VVS,1.8810647962293256e-06,91380540.12628469,238670.13915435,0.36026606,-0.15067263,-9.08158896,48579155970310.47,94398123998650.84,100000000000000.0,342,2025-06-28T06:15:00.000Z
MSQUARE GLOBAL,MSQ,15.237920183994078,91276711.40790348,1631641.64828407,-0.23107617,-2.36490017,2.73793643,5990103,25916431,25916431.0,343,2025-06-28T06:15:00.000Z
Band Protocol,BAND,0.5601593063291593,91209062.67124113,6494941.33613836,-1.03535434,-0.86940537,-5.56833732,162827005.890437,162827004.390145,,344,2025-06-28T06:15:00.000Z
0x0.ai,0x0,0.10469483869351963,90934110.81631109,241102.07275865,-0.35358748,1.52791822,-11.55290798,868563455,1000000000,1000000000.0,345,2025-06-28T06:15:00.000Z
PAAL AI,PAAL,0.09316652537305446,90623847.73032437,5010173.2156933,-0.29341044,-2.92758836,-8.33861343,972708248.6703376,1000000000,1000000000.0,346,2025-06-28T06:14:00.000Z
Cookie DAO,COOKIE,0.16514232668284562,90437144.86394425,13525025.04921442,0.61282307,0.9176764,-6.60288312,547631529,999931358,1000000000.0,347,2025-06-28T06:15:00.000Z
ssv.network,SSV,7.081648998333121,90071746.02558094,8349351.26446525,-0.48020297,0.29780296,-5.16582469,12719035.64364487,13011064.07624044,,348,2025-06-28T06:15:00.000Z
Pixels,PIXEL,0.030383655830389773,89610994.2170626,9673302.17092938,-0.21960313,0.98625507,-7.63447595,2949315734.66,5000000000,5000000000.0,349,2025-06-28T06:15:00.000Z
Dohrnii,DHN,5.243487730866231,89532773.23102559,1185611.23898741,0.07938845,10.57773701,145.60972782,17075042,372000000,372000000.0,350,2025-06-28T06:15:00.000Z
Metis,METIS,13.907607817623136,89322088.82375227,5374817.0040198,-0.14537428,-0.97875628,-8.60081183,6422534.342,10000000,10000000.0,351,2025-06-28T06:15:00.000Z
Prom,PROM,4.8771756878956065,89008456.30409482,6698115.17089128,-0.11509825,7.81578728,-7.85982813,18250000,19250000,19250000.0,352,2025-06-28T06:15:00.000Z
Hivemapper,HONEY,0.01995496592698227,88868301.71342629,637262.04627529,0.89212993,1.20423494,1.48262944,4453442919.351833,6464966066.860267,10000000000.0,353,2025-06-28T06:15:00.000Z
Nexusmind,NMD,8.592369987230832,88050311.44414794,131109.63702454,0.07427915,0.11808696,3.86894978,10247500,100000000,100000000.0,354,2025-06-28T06:15:00.000Z
WAX,WAXP,0.019876852412823772,87626670.15632123,3197641.88866871,-0.22608987,-0.28527863,-1.63656398,4408478180.367627,4413090365.188972,,355,2025-06-28T06:15:00.000Z
Diverge Loop,DLC,0.09832272729376702,87507227.29145265,62096.78781148,0.01600517,-0.42924334,-7.43200064,890000000,1000000000,1000000000.0,356,2025-06-28T06:15:00.000Z
Civic,CVC,0.08702842274219556,87028422.74219556,5469164.00843669,0.27280817,0.07548908,-8.92674883,1000000000,1000000000,,357,2025-06-28T06:15:00.000Z
Newton Protocol,NEWT,0.39835344330937145,85645990.31151485,247456730.60225323,-2.49247271,11.17953614,-28.58067699,215000000,1000000000,1000000000.0,358,2025-06-28T06:15:00.000Z
Clearpool,CPOOL,0.10930414245909342,85293977.3348234,2275125.47392084,-0.18476891,3.39790813,5.96154243,780336183.2031598,1000000000,1000000000.0,359,2025-06-28T06:15:00.000Z
Pocket Network,POKT,0.04231939785027808,85133091.68648095,43922441.3756611,0.52038589,4.18747113,-15.90607686,2011680128.050819,2351036685.870521,,360,2025-06-28T06:15:00.000Z
ConstitutionDAO,PEOPLE,0.01683292758756102,85176925.33811912,16351610.05154426,-0.12040209,-0.43375566,-2.89798579,5060137334.7,5060137334.7,,361,2025-06-28T06:15:00.000Z
Biconomy,BICO,0.08829391894082514,84939540.7943072,6020979.77718694,-0.46349189,-2.54358053,-2.5314817,962008956.1460506,1000000000,,362,2025-06-28T06:14:00.000Z
Venice Token,VVV,2.690951228310437,84694676.4567181,4790223.56963396,-0.47291066,-1.85031726,-6.42934509,31473880.15274257,72426779.8593919,,363,2025-06-28T06:15:00.000Z
Propy,PRO,0.8435422848161397,84354228.48161396,4685418.14298478,-0.026964,-2.12696277,-2.76049736,100000000,100000000,,364,2025-06-28T06:15:00.000Z
Stratis [New],STRAX,0.042528638518653746,84167152.87387037,2318920.25769471,0.25746536,-0.2766682,-3.12622322,1979070005.6610866,2054070005.6610866,,365,2025-06-28T06:15:00.000Z
Powerledger,POWR,0.1477475489625929,83877910.35574636,3629711.73221144,0.10481327,-0.40727914,-1.8314999,567711010.738884,1000000000,,366,2025-06-28T06:15:00.000Z
Tokenlon Network Token,LON,0.6960087685495544,83655988.89688225,63661.79480756,0.03504631,-0.4360829,-0.1038434,120193872.08471084,140451028.83876702,200000000.0,367,2025-06-28T06:15:00.000Z
Verge,XVG,0.005044551783393022,83345838.57139155,6818257.70030962,-0.7626926,0.47473148,7.71554494,16521951235.741348,16521951235.741348,,368,2025-06-28T06:14:00.000Z
Acet,ACT,0.0656146832201187,82545570.95748277,387779.99751584,-0.15689683,-0.31373461,-3.20295221,1258035045,2230764830.37,,369,2025-06-28T06:15:00.000Z
IOST,IOST,0.0031474378525997173,82496558.56716038,6090358.32685604,-0.0933092,-0.49355834,-0.79017624,26210702937,46108481205,90000000000.0,370,2025-06-28T06:15:00.000Z
Ardor,ARDR,0.08146448805235469,81339540.3668829,2704834.73384477,0.33670727,0.08060233,-7.07948805,998466231.2566,998466231.2566,998466231.2566,371,2025-06-28T06:15:00.000Z
Metacraft,MCT,1.5387292235346404,81031204.28806452,0.0,2.3647541,0.59118648,13.88925292,52661120,1641963300,,372,2025-06-28T06:15:00.000Z
Xai,XAI,0.04882570432885709,80978154.08595566,10266158.60672683,0.05708654,0.20639969,-3.46202278,1658514817.1246297,1951482105.2256892,2500000000.0,373,2025-06-28T06:15:00.000Z
XPR Network,XPR,0.0028748703945043917,79406420.30270302,2071964.79922384,0.93398417,-2.77186104,-1.94123683,27620869606.677402,30511231680.9574,,374,2025-06-28T06:14:00.000Z
MVL,MVL,0.0029540210626601833,79028803.97008666,745334.36591286,0.04143632,-0.17173297,-0.71728352,26752958863.102654,30000000000,30000000000.0,375,2025-06-28T06:15:00.000Z
Blast,BLAST,0.0019379578563014535,79016373.40668517,8477109.72778483,-0.19555655,-3.54283463,-16.4866963,40773009149.68607,100000000000,100000000000.0,376,2025-06-28T06:14:00.000Z
BitDCA,BDCA,1.050118366759894,78675059.53651561,223772.71445106,0.03036602,0.70552983,7.47070368,74920182.35931341,142665333,142665333.0,377,2025-06-28T06:15:00.000Z
Radix,XRD,0.006664552298008624,78487699.65777904,736153.51792552,-0.15665059,-8.39452089,-0.65199666,11776890051.74905,13176889611.863464,,378,2025-06-28T06:15:00.000Z
Sign,SIGN,0.06517817341076348,78213808.09291618,15843008.57169198,0.03717821,0.8864576,1.14841478,1200000000,10000000000,10000000000.0,379,2025-06-28T06:15:00.000Z
Orbs,ORBS,0.01944503728508037,77579407.05342656,7086300.06187729,-0.3773735,-0.28921488,-10.31916019,3989676436,10000000000,,380,2025-06-28T06:15:00.000Z
TARS AI,TAI,0.08608053794538353,76800173.96507135,4451863.44035512,1.49029176,0.99272008,5.06670696,892189753.9,892189753.9,999999988.0,381,2025-06-28T06:15:00.000Z
Frax USD,FRXUSD,0.9996952117984932,76654718.88382336,0.0,-0.00014059,-0.01835828,-0.00953449,76678089.4608051,76678089.4608051,,382,2025-06-28T06:15:00.000Z
SATS (Ordinals),SATS,3.6488310900053446e-08,76625452.89011224,14741320.52180915,-0.30560651,-0.79064777,-0.93990823,2100000000000000,2100000000000000,2100000000000000.0,383,2025-06-28T06:15:00.000Z
Phala Network,PHA,0.095600413021442,76550263.25167948,8479723.2438121,0.10208615,0.81285455,0.19465126,800731511.8451444,1000000000,,384,2025-06-28T06:15:00.000Z
Aleo,ALEO,0.18601624909001493,76490333.83930323,5195263.5016015,0.68609631,-8.55488861,-15.77648048,411202431.04294,1764189392.922832,,385,2025-06-28T06:15:00.000Z
USDB,USDB,0.9981218573305012,76473353.85985625,73571.39724843,0.01672056,-0.19491611,-0.15056759,76617251.99003848,76617251.99003848,,386,2025-06-28T06:15:00.000Z
Echelon Prime,PRIME,2.1375710947271958,76469128.46896663,3049763.26123711,2.33864843,-3.95440552,4.23657836,35773841,111111111.1,111111112.0,387,2025-06-28T06:15:00.000Z
RedStone,RED,0.27203777049414357,76170575.7383602,7286862.56040978,0.30553405,0.37836797,2.58226401,280000000,597000000,1000000000.0,388,2025-06-28T06:15:00.000Z
Bio Protocol,BIO,0.04845076547999378,75401575.47326054,12661831.27227481,-0.2250119,-0.02780998,-1.91461794,1556251479.75,3320000000,3320000000.0,389,2025-06-28T06:15:00.000Z
Audius,AUDIO,0.056287830501167355,75156741.79342124,6733751.60057335,-0.08797748,-1.53393084,-1.85108205,1335221861,1335221861,,390,2025-06-28T06:15:00.000Z
Neiro Ethereum,NEIRO,0.0747497006753282,74749700.6753282,3622193.21475278,0.08934533,-4.15432397,-10.21846297,1000000000,1000000000,1000000000.0,391,2025-06-28T06:15:00.000Z
Yield Guild Games,YGG,0.1410293648172263,74358698.90550086,10132194.97059548,-0.55092307,1.16400174,-7.09475163,527256851.804371,999722364.322777,1000000000.0,392,2025-06-28T06:15:00.000Z
peaq,PEAQ,0.07709125209164361,73884487.330382,3120234.802086,0.32513661,1.79406234,3.54415778,958403000.6744539,4288472491.3386436,,393,2025-06-28T06:15:00.000Z
H2O DAO,H2O,0.08939008301032,73746818.483514,0.0,-1.82679296,-2.34660714,-12.85763599,825000000,1000000000,1000000000.0,394,2025-06-28T06:15:00.000Z
Manta Network,MANTA,0.17599145097117874,73673341.0680373,9539733.73654798,-0.16045896,0.90323896,-2.48353896,418618862.79977554,1000000000,,395,2025-06-28T06:15:00.000Z
Spell Token,SPELL,0.00044893508784595086,73242835.91739899,4362930.04490797,0.20034658,1.43646306,-1.64627137,163147942542.9357,196008739620,,396,2025-06-28T06:14:00.000Z
SLT,SLT,8.610541902395468,73189606.17036147,21466.68881278,-0.05012828,0.03926718,5.87535578,8500000,100000000,100000000.0,397,2025-06-28T06:15:00.000Z
Flux,FLUX,0.18903180429614586,73125334.33988336,4898283.71497564,-0.15350822,1.54589825,-1.04798248,386841434.4991484,386841434.4991484,440000000.0,398,2025-06-28T06:15:00.000Z
Rekt (rektcoin.com),REKT,2.8364383398648014e-07,72550301.49249138,1491448.03916673,0.24681703,-0.67922888,-5.51781415,255779582700004.97,420690000000000,420690000000000.0,399,2025-06-28T06:15:00.000Z
IQ,IQ,0.0032961490422259636,72437136.93221648,1863585.63501268,0.06032863,-0.20053814,-5.36146607,21976292941.929,21976292941.929,60000000000.0,400,2025-06-28T06:15:00.000Z
Cetus Protocol,CETUS,0.08919575131049956,72099898.94625522,14249017.33619472,-0.27118364,-1.05466312,-2.82796469,808333333,1000000000,1000000000.0,401,2025-06-28T06:15:00.000Z
Aevo,AEVO,0.07885019361115699,71437608.41173732,8523081.13729304,0.02978232,0.36848974,-1.42844449,905991540.9215835,1000000000,1000000000.0,402,2025-06-28T06:14:00.000Z
Rollbit Coin,RLB,0.03484428204876433,71275397.42015257,930845.85941714,-0.35667849,-2.91387669,-11.41429807,2045540709.3882189,2045540709.3882189,,403,2025-06-28T06:15:00.000Z
Apu Apustaja,APU,0.00021017187218029968,71015427.36319846,2247582.02848714,0.63658575,13.76541262,20.11498612,337892157625.5295,337892157625.5295,420690000000.0,404,2025-06-28T06:15:00.000Z
Ergo,ERG,0.8736440277394155,70969334.23524328,335879.24339419,1.16462452,2.99942932,14.91502983,81233697,81233697,97739924.0,405,2025-06-28T06:15:00.000Z
Global Commercial Business,GCB,0.05899080774237973,70897792.36954291,37377.94211489,0.03453563,-0.55710116,-0.73538006,1201844746.3740873,1201844746.3740873,2500000000.0,406,2025-06-28T06:15:00.000Z
Memecoin,MEME,0.0014790626116835883,70876642.1486509,15343189.16904188,0.22485832,0.93394065,-2.05870385,47919974170.64947,69000000000,69000000000.0,407,2025-06-28T06:15:00.000Z
ChainGPT,CGPT,0.08458532782478352,70827452.94865112,8363154.68676493,-0.20039448,0.78329298,1.17909125,837349157,997838302,1000000000.0,408,2025-06-28T06:15:00.000Z
Lisk,LSK,0.3661264864933924,70613106.54035108,5869073.74913003,-0.0663763,0.10334499,-4.7914081,192865332.46106863,400000000,400000000.0,409,2025-06-28T06:14:00.000Z
dKargo,DKA,0.015010301505132568,70348279.72572474,1225592.02475785,-0.043259,0.52242799,-2.95188046,4686666667,5000000000,5000000000.0,410,2025-06-28T06:15:00.000Z
TerraClassicUSD,USTC,0.012538838674930327,70144035.40688705,4395862.82186223,-0.11352549,2.86665749,-0.70186454,5594141309.683675,6095087244.392828,,411,2025-06-28T06:15:00.000Z
Dymension,DYM,0.22023949618753072,69545040.24694332,5747568.14680919,0.00819576,-0.83046381,-3.23427945,315770066,1047965895,,413,2025-06-28T06:15:00.000Z
MiL.k,MLK,0.14692184371661599,69543274.25617757,3941763.18000549,-0.496784,0.39360673,-3.69879514,473335159,986245419,1300000000.0,412,2025-06-28T06:15:00.000Z
Pundi X (New),PUNDIX,0.26819521743689,69298034.57306014,4008067.58793027,-0.67021082,-1.49654921,-7.28555054,258386541.0999244,258386541.0999244,258526640.0,414,2025-06-28T06:15:00.000Z
Solv Protocol,SOLV,0.04624885638959944,68568554.48322013,19585743.48731172,-0.26848932,2.48640816,-2.85638083,1482600000,8400000000,9660000000.0,415,2025-06-28T06:15:00.000Z
Ontology Gas,ONG,0.16360782556191042,68213656.21662271,3185932.95772233,-0.23404076,-1.25994945,-3.03390589,416933945.4414432,1000000000,1000000000.0,416,2025-06-28T06:15:00.000Z
Arcblock,ABT,0.6920125416117031,68200815.39451344,361475.51679623,-0.40204147,-1.12834078,-6.41831029,98554305.44029327,186000000,,417,2025-06-28T06:15:00.000Z
Dogelon Mars,ELON,1.2397931591624296e-07,68145574.43585306,5714205.71751782,0.06990843,4.30920155,14.26173135,549652770159583.3,1000000000000000,1000000000000000.0,418,2025-06-28T06:15:00.000Z
CARV,CARV,0.2293575863515654,67301794.68570186,26603900.99400096,-0.01099194,2.93882,-5.41486199,293436095.82,1000000000,,419,2025-06-28T06:15:00.000Z
Pax Dollar,USDP,0.999774445538893,67288268.69153737,1185645.09445259,-0.00366985,0.04879052,0.00715157,67303449.28477143,67303449.28477143,,420,2025-06-28T06:15:00.000Z
Degen,DEGEN,0.0029791753467332295,67252429.74901365,6104236.19891014,0.37074544,1.00007384,-7.82186437,22574176381.64813,36965713633.517365,36965935954.0,421,2025-06-28T06:15:00.000Z
Shuffle,SHFL,0.22060917352845263,67223877.83647005,1138206.82422776,0.06497049,-0.66478894,-7.07604613,304719322.23525596,956134768.8996149,,422,2025-06-28T06:15:00.000Z
Ark,ARK,0.35072657962205767,66499342.676122546,1951146.47611252,-0.1104482,0.37309274,-1.22742322,189604514,189604514,,423,2025-06-28T06:15:00.000Z
HarryPotterObamaSonic10Inu (ERC-20),BITCOIN,0.06639556002012198,66382158.40830972,5410373.89437407,0.44699336,3.95437803,8.76897886,999798155,999798155,,425,2025-06-28T06:15:00.000Z
Bancor,BNT,0.5768265594294253,66443556.41429303,3333092.81109995,-0.21807458,-0.68594374,-1.23928916,115188101.74069732,115188101.74069732,,424,2025-06-28T06:15:00.000Z
Banana Gun,BANANA,16.633397357399193,66260547.0205181,8665566.77945707,-0.42735423,-0.78032358,4.39075466,3983584.68788956,8453319.52463985,10000000.0,426,2025-06-28T06:15:00.000Z
Stronghold SHx,SHX,0.011361696019228783,65828587.87420437,679436.12138434,0.3994103,-2.16332907,-15.08499814,5793905044,99756866344,100000000000.0,427,2025-06-28T06:15:00.000Z
Spark,SPK,0.03855774351838052,65548163.98124688,63788455.86190449,0.6141925,-0.97214146,-2.74974613,1700000000,10000000000,10000000000.0,428,2025-06-28T06:15:00.000Z
Usual,USUAL,0.06310250337564517,64948714.91393864,15553516.63771633,0.45873769,3.27413775,-11.81878262,1029257342.2531765,1158133816.161292,4000000000.0,429,2025-06-28T06:15:00.000Z
Sophon,SOPH,0.03241776377729589,64835527.55459178,18082612.93120954,-0.80369586,0.31396712,-12.67686592,2000000000,10000000000,10000000000.0,430,2025-06-28T06:15:00.000Z
MindWaveDAO,NILA,0.08122059388366028,64388939.67026967,2593160.46104291,0.48791151,-0.27904028,-0.07483491,792766176.55,1057021569,1057021569.0,431,2025-06-28T06:15:00.000Z
iExec RLC,RLC,0.8890998327119437,64355311.37608454,3264824.81529914,-0.25151506,-0.68140251,-0.91929315,72382548.06525736,86999784.9868455,86999784.9868455,432,2025-06-28T06:14:00.000Z
Steem,STEEM,0.12403738062693401,64123455.7988716,5242369.8317988,-0.27115631,-0.06982116,0.82297843,516968799.847,516968799.847,,433,2025-06-28T06:15:00.000Z
Chromia,CHR,0.07578078674817024,63950035.394131795,4935620.02332581,-0.22639214,-0.47646661,2.50704509,843881914.378197,843881914.378197,978064789.0,434,2025-06-28T06:15:00.000Z
Levana Protocol,LVN,0.08387795418020469,63853383.809299044,875375.31177119,0.78724703,-0.90284998,-74.63855899,761265393.67085,1000000000,1000000000.0,435,2025-06-28T06:15:00.000Z
DOGS,DOGS,0.0001230345997653422,63578129.42874058,11324715.0317407,-0.05070311,0.89181002,-3.03843404,516750000000,550000000000,550000000000.0,436,2025-06-28T06:15:00.000Z
Aster USDF,USDF,0.999281967268899,63521263.695713125,95736.92111936,-0.00575763,-0.03693005,0.03614911,63566906.81542145,63566906.81542145,,437,2025-06-28T06:14:00.000Z
Solidus Ai Tech,AITECH,0.0408189492369746,63047255.73977872,9667043.43995054,0.10350882,0.36239029,4.99427957,1544558518,1988221682,2000000000.0,438,2025-06-28T06:15:00.000Z
lisUSD,lisUSD,0.9992978651138251,62823015.73574889,95087.44625821,0.00533544,0.06451457,0.11137721,62867156.95984503,62867156.95984503,,439,2025-06-28T06:15:00.000Z
Ponke,PONKE,0.1123590390354699,62420415.37506391,7195304.84237906,1.20925557,3.18956019,2.24035136,555544226,555544226,555555555.0,440,2025-06-28T06:15:00.000Z
BLOCKv,VEE,0.01708351292199352,62291121.86271684,0.8157733,0.01901319,-1.47370589,11.29199142,3646271241,3646271241.2002554,,441,2025-06-28T06:15:00.000Z
Balancer,BAL,0.9662580858995985,61953141.95386658,4402631.56713973,-0.04764044,-0.37085103,-3.91596901,64116557.32348922,68862214.32703795,96150704.0,442,2025-06-28T06:15:00.000Z
Goldfinch,GFI,0.7617700180333734,61722213.45846948,763237.13363691,-0.15046592,1.5915804,14.42506006,81024734.4963968,114285714,114285714.0,443,2025-06-28T06:15:00.000Z
Moonbeam,GLMR,0.062345344697657706,61672888.121475495,3372479.25448532,0.04435743,0.57770554,-6.58535139,989214005,1180114098,,444,2025-06-28T06:15:00.000Z
Initia,INIT,0.4138034885422844,61553268.9206648,27687219.14189427,-0.71419039,-0.57785456,-9.76940945,148750000,1000000000,1000000000.0,445,2025-06-28T06:15:00.000Z
Eurite,EURI,1.1711754537571133,61512013.203779176,7385772.14837302,-0.03029746,0.17347309,1.71181355,52521603.835232,52521603.835232,,446,2025-06-28T06:15:00.000Z
Merlin Chain,MERL,0.08421255326922486,61054101.12018802,7341546.49196093,0.38452193,0.58709402,4.47761465,725000000,2100000000,2100000000.0,447,2025-06-28T06:15:00.000Z
Solana Name Service (previously Bonfida),FIDA,0.06151745088920008,60958349.28993544,5678769.76631598,-0.17478498,0.97780957,-0.99624063,990911495.987185,990911495.987185,,448,2025-06-28T06:15:00.000Z
Aergo,AERGO,0.12550176592788387,60868355.944015816,21762866.57230149,0.00764176,0.62308539,-14.4516568,484999995.7689212,500000000,500000000.0,449,2025-06-28T06:15:00.000Z
Polyhedra Network,ZKJ,0.2072677495286049,60700663.40141696,16617852.42765551,-0.13930101,3.19078298,-38.02963601,292861111,1000000000,1000000000.0,450,2025-06-28T06:15:00.000Z
Gains Network,GNS,2.0636207072210433,60107089.44271931,11960000.10512456,12.31506497,24.42905752,60.6588095,29127004.41141725,29127004.41141725,,452,2025-06-28T06:15:00.000Z
Marlin,POND,0.007372719095982851,60407470.67374632,3300475.51213556,-0.04138733,-0.35062179,-0.55954106,8193377489,10000000000,,451,2025-06-28T06:15:00.000Z
Bifrost,BFC,0.04352516047844074,60353666.02369462,1574743.53764393,0.08488144,4.39144705,17.41748048,1386638564,2584913482,,453,2025-06-28T06:15:00.000Z
SpaceN,SN,1.503965327116099,60173652.73791512,70693.28134316,0.08732048,0.03232609,3.86385863,40010000,1000000000,1000000000.0,454,2025-06-28T06:15:00.000Z
Venus BUSD,vBUSD,0.02230092939510361,60095885.98748017,0.0,0.0,-0.010001,-0.02,2694770470,2694770470,,455,2025-06-28T06:15:00.000Z
SoSoValue,SOSO,0.5216297740903261,60056927.53637662,3912675.88399988,-0.13515064,2.89081436,3.82558424,115133243,1000000000,1000000000.0,456,2025-06-28T06:15:00.000Z
Delysium,AGI,0.04306079509677287,59947755.71354216,3859011.55756029,0.09509965,0.46741438,-6.09593624,1392165555.2067327,3000000000,,457,2025-06-28T06:15:00.000Z
Illuvium,ILV,10.10938275594159,59677284.66809007,8018982.31747985,-0.33458445,-3.39274758,-6.86979606,5903158.09667172,9033109.95057594,,458,2025-06-28T06:15:00.000Z
Anchored Coins AEUR,AEUR,1.0461878068991468,59642753.20866151,81591.49709447,-0.00519785,0.3954451,4.18184259,57009604.6,57009604.6,67009654.6,459,2025-06-28T06:15:00.000Z
Across Protocol,ACX,0.13327004853164495,58940649.66169405,23141755.24969664,-0.08355259,-1.00020401,-11.77648351,442264787.2578706,1000000000,1000000000.0,460,2025-06-28T06:15:00.000Z
WalletConnect Token,WCT,0.31454614864753133,58568492.878170334,60687430.06464572,0.0451205,5.92572341,-5.29815121,186200000,1000000000,1000000000.0,461,2025-06-28T06:15:00.000Z
ISLM,ISLM,0.030207436009336164,57848554.79119481,470506.31503151,0.02810863,-1.28017262,14.91575957,1915043526.8096123,20217024544.77004,100000000000.0,462,2025-06-28T06:15:00.000Z
BUSD,BUSD,0.9998990675983639,57786834.85133387,1334135.77514282,0.00812949,-0.0058604,-0.00811456,57792668.00411248,57792668.00411248,,463,2025-06-28T06:15:00.000Z
Joe coin,JOE,0.05711876378718157,57118763.78718157,1325625.94929506,0.64696845,-6.62356592,20.03306971,1000000000,1000000000,1000000000.0,464,2025-06-28T06:15:00.000Z
Taiko,TAIKO,0.36635673447202965,56806985.1968325,6842849.34626047,-0.19728961,0.91811391,-6.62870728,155059208.28424013,1000000000,,465,2025-06-28T06:15:00.000Z
Comedian,BAN,0.056619475302275395,56617315.77886789,12383222.84701209,-0.03787771,-0.78240299,-2.75236672,999961859,999961859,999961859.0,466,2025-06-28T06:15:00.000Z
ArchLoot,AL,0.07602914513679589,56111043.86949953,6526818.5617753,-0.01572401,-0.22213465,-12.16666084,738020186.4500962,992464664.4500962,,467,2025-06-28T06:15:00.000Z
StraitsX USD,XUSD,1.0000642444394534,56044000.895124,4567535.90152986,-0.00544051,0.0105523,0.00697525,56040400.611,56040400.611,,468,2025-06-28T06:15:00.000Z
Metal DAO,MTL,0.6605815196810324,55916216.15201652,626584.1659842,-0.25502698,-0.91115325,-3.27455778,84646958,84646958,,469,2025-06-28T06:15:00.000Z
B3 (Base),B3,0.0026124145088835845,55625280.59470211,4944250.69674186,0.42465679,-0.12306409,-5.93203085,21292670212,100000000000,,471,2025-06-28T06:15:00.000Z
JOE,JOE,0.1397225943024738,55629067.20730104,4145361.29851138,-0.53297362,2.11624229,-4.5173277,398139381,464573155,500000000.0,470,2025-06-28T06:15:00.000Z
MediBloc,MED,0.005511601956470045,55557442.30481962,168691.94406834,-0.01491356,-1.79651349,-6.92018133,10080089735,10870532647,,472,2025-06-28T06:15:00.000Z
Dent,DENT,0.0005551964432264477,55519644.32264474,2437686.46095295,-0.28572263,0.70386041,-3.48426463,99999999999.99994,99999999999.99994,100000000000.0,473,2025-06-28T06:14:00.000Z
